Soudain Il Ne Reste Qu'Une Chanson,Kova Rea,Hip-Hop / Rap / R&B,Hook / Riff,1990
Conspiracy,South Central Cartel,Hip-Hop / Rap / R&B,Hook / Riff,1991
Hard to the Body,Point Blank MC's,Hip-Hop / Rap / R&B,Hook / Riff,1987
Beaver Patrol,Pop Will Eat Itself,Rock / Pop,Hook / Riff,1987
Fly Guys Are Fresh (R&B Version),Royalty Ladies,Hip-Hop / Rap / R&B,Sound Effect / Other,1986
That's the Flavor,Busy Boys,Hip-Hop / Rap / R&B,Sound Effect / Other,1988
Criminal Behavior,The Hard Boys,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Tired,Everlast,Hip-Hop / Rap / R&B,Hook / Riff,1998
Everything Counts,Meat Beat Manifesto,Electronic / Dance,Drums,1998
She's Mine,Basic Black,Hip-Hop / Rap / R&B,Hook / Riff,1990
Kick the Ballistics,O.G. Style (Group),Hip-Hop / Rap / R&B,Hook / Riff,1991
Up the Par,Dom.I.No,Hip-Hop / Rap / R&B,Drums,1990
Como Va N.Y.?,Jazzy Mel,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Bluez,Hifana,Hip-Hop / Rap / R&B,Sound Effect / Other,2003
Bluez,Hunger,Hip-Hop / Rap / R&B,Sound Effect / Other,2003
Because I'm a Pro,M.D.S. Production,Hip-Hop / Rap / R&B,Sound Effect / Other,1988
2 Minutes Encore,Seville,Hip-Hop / Rap / R&B,Multiple Elements,1987
2 Minutes Encore,Jazzy Jay,Hip-Hop / Rap / R&B,Multiple Elements,1987
2 Minutes Encore,King Shameek,Hip-Hop / Rap / R&B,Multiple Elements,1987
Broadway,Duke Bootee,Hip-Hop / Rap / R&B,Hook / Riff,1986
Baknaffek (Solid Scheme Funk Mix),Das EFX,Hip-Hop / Rap / R&B,Sound Effect / Other,1993
Body Blow,Seiko Ito,Hip-Hop / Rap / R&B,Multiple Elements,1987
Pee Wee's Dance (Quest for Guess),The Doctors of Rapp,Hip-Hop / Rap / R&B,Multiple Elements,1986
Pee Wee's Dance (Quest for Guess),"Big ""Human Beat Box"" Bang",Hip-Hop / Rap / R&B,Multiple Elements,1986
I'm Back,Super Lover Cee & Casanova Rud,Hip-Hop / Rap / R&B,Sound Effect / Other,1988
Howie's Teed Off,The Real Roxanne,Hip-Hop / Rap / R&B,Hook / Riff,1986
Howie's Teed Off,Howie Tee,Hip-Hop / Rap / R&B,Hook / Riff,1986
Far From the Average,Da Dysfunkshunal Familee,Hip-Hop / Rap / R&B,Sound Effect / Other,2009
Party Jump,Double Delight,Hip-Hop / Rap / R&B,Hook / Riff,1985
