web-scraper-order,web-scraper-start-url,page,Full Title,Artist,Genre,Instrument,Year
"1682403862-10256","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Is It Real Flash?","Handmaster Flash","Hip-Hop / Rap / R&B","Multiple Elements","by The Mighty B Force feat. Handmaster Flash (1987)"
"1682403862-10257","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Do This","MC Rod","Hip-Hop / Rap / R&B","Vocals / Lyrics","by MC Rod (1993)"
"1682403862-10258","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Fatal Beauty","Finesse & Synquis","Hip-Hop / Rap / R&B","Multiple Elements","by Finesse & Synquis (1988)"
"1682403862-10259","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","101 Breaks","A-Sides","Electronic / Dance","Drums","by A-Sides (2002)"
"1682403862-10260","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Party Zone","Daffy Duck","Hip-Hop / Rap / R&B","Drums","by Daffy Duck feat. The Groove Gang (1991)"
"1682403862-10261","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Party Zone","The Groove Gang","Hip-Hop / Rap / R&B","Drums","by Daffy Duck feat. The Groove Gang (1991)"
"1682403862-10262","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","No Justice No Peace","R.A.W. (Rap)","Hip-Hop / Rap / R&B","Drums","by R.A.W. (Rap) (1992)"
"1682403862-10263","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Peace","E.M.S. & the Posse","Hip-Hop / Rap / R&B","Drums","by E.M.S. & the Posse (1990)"
"1682403862-10264","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Intempo","ECD","Hip-Hop / Rap / R&B","Drums","by ECD (1990)"
"1682403862-10265","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Neighborhood Jacka","South Central Cartel","Hip-Hop / Rap / R&B","Drums","by South Central Cartel (1991)"
"1682403862-10266","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","The Otherground Pizza Party","Milo","Hip-Hop / Rap / R&B","Multiple Elements","by Milo feat. Open Mike Eagle (2013)"
"1682403862-10267","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","The Otherground Pizza Party","Open Mike Eagle","Hip-Hop / Rap / R&B","Multiple Elements","by Milo feat. Open Mike Eagle (2013)"
"1682403862-10268","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Desde Este Punto","Eat Meat","Hip-Hop / Rap / R&B","Drums","by Eat Meat (1993)"
"1682403862-10269","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","How Can You Expect to Be Taken Seriously? (Def Mix)","Pet Shop Boys","Electronic / Dance","Drums","by Pet Shop Boys (1991)"
"1682403862-10270","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Not Just a Fad","J.J. Fad","Hip-Hop / Rap / R&B","Drums","by J.J. Fad (1990)"
"1682403862-10271","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Circles (Round and Round) (Spiral Mix)","John + Julie","Electronic / Dance","Drums","by John + Julie (1991)"
"1682403862-10272","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Acid Rain","YZ","Hip-Hop / Rap / R&B","Vocals / Lyrics","by YZ (1993)"
"1682403862-10273","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=62","Back to the Basics","Ink Town Posse","Hip-Hop / Rap / R&B","Drums","by Ink Town Posse (1992)"
"1682403864-10274","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Peace Maker","Nebula II","Electronic / Dance","Drums","by Nebula II (1992)"
"1682403864-10275","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","It's Up to You","167th East Rude Boy Pack","Hip-Hop / Rap / R&B","Drums","by 167th East Rude Boy Pack (1988)"
"1682403864-10276","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","St. Ides","King Tee","Hip-Hop / Rap / R&B","Drums","by King Tee (2002)"
"1682403864-10277","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Black on Track","Black on Track","Hip-Hop / Rap / R&B","Drums","by Black on Track (1992)"
"1682403864-10278","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","True Dark","Sum","Electronic / Dance","Drums","by Sum (2019)"
"1682403864-10279","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Mary Mack","MC Twist & the Def Squad","Hip-Hop / Rap / R&B","Drums","by MC Twist & the Def Squad (1989)"
"1682403864-10280","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","The Breaks","Pitman","Hip-Hop / Rap / R&B","Drums","by Pitman (2009)"
"1682403864-10281","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Walk on the Wild Side (Wild Mix)","Jamie J. Morgan","Electronic / Dance","Drums","by Jamie J. Morgan (1990)"
"1682403864-10282","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","New Technique","Nu:Logic","Electronic / Dance","Drums","by Nu:Logic (2010)"
"1682403864-10283","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Comin' to Get Ya","Prince Johnny C","Hip-Hop / Rap / R&B","Drums","by Prince Johnny C (1992)"
"1682403864-10284","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Strawberry Fields Forever (DMC 12"" UK Remix)","Candy Flip","Electronic / Dance","Drums","by Candy Flip (1990)"
"1682403864-10285","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Freddie Foxxx Is Here","Freddie Foxxx","Hip-Hop / Rap / R&B","Drums","by Freddie Foxxx (1989)"
"1682403864-10286","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Here 4 Years","DJ Storm","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DJ Storm (2001)"
"1682403864-10287","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Get Up (Move Boy Move)","AB Logic","Electronic / Dance","Drums","by AB Logic (1992)"
"1682403864-10288","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","First Move (Underground Demo)","Fayze","Hip-Hop / Rap / R&B","Drums","by Fayze feat. Hitler (1991)"
"1682403864-10289","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","First Move (Underground Demo)","Hitler","Hip-Hop / Rap / R&B","Drums","by Fayze feat. Hitler (1991)"
"1682403864-10290","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=61","Bust the Chords","Easy-A-Ski","Hip-Hop / Rap / R&B","Drums","by Easy-A-Ski (1990)"
"1682403867-10291","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Morning in the Sub-Basement of Hell","Steven Jesse Bernstein","Spoken Word","Drums","by Steven Jesse Bernstein (1992)"
"1682403867-10292","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Stop & Go (Hip-House Mix)","F.R. Boyz Choir","Electronic / Dance","Drums","by F.R. Boyz Choir (1991)"
"1682403867-10293","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Back From Hell (Remix)","Run-DMC","Hip-Hop / Rap / R&B","Drums","by Run-DMC feat. Chuck D and Ice Cube (1990)"
"1682403867-10294","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Back From Hell (Remix)","Chuck D","Hip-Hop / Rap / R&B","Drums","by Run-DMC feat. Chuck D and Ice Cube (1990)"
"1682403867-10295","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Back From Hell (Remix)","Ice Cube","Hip-Hop / Rap / R&B","Drums","by Run-DMC feat. Chuck D and Ice Cube (1990)"
"1682403867-10296","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Everytime (Red Jerry Mix)","Lustral","Electronic / Dance","Drums","by Lustral (1997)"
"1682403867-10297","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Child's Play","PG-13","Hip-Hop / Rap / R&B","Drums","by PG-13 (1990)"
"1682403867-10298","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Dedicated 2 U","24k","Hip-Hop / Rap / R&B","Drums","by 24k (1990)"
"1682403867-10299","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Deathwish I","Sid & B-Tonn","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Sid & B-Tonn (1990)"
"1682403867-10300","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Talk Your A.. Off","Trinity Garden Cartel","Hip-Hop / Rap / R&B","Multiple Elements","by Trinity Garden Cartel (1992)"
"1682403867-10301","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","That's the Way It Is (Dat Club Mix)","Adventures of Stevie V","Electronic / Dance","Drums","by Adventures of Stevie V (1990)"
"1682403867-10302","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Lets Do This (Bad Boy Bill Mix)","Fast Eddie","Electronic / Dance","Drums","by Fast Eddie (1990)"
"1682403867-10303","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Mouth Organ (Chemical Brothers Remix)","Deeper Throat","Electronic / Dance","Multiple Elements","by Deeper Throat (1997)"
"1682403867-10304","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","A2 (EP I)","Bassbin Twins","Electronic / Dance","Drums","by Bassbin Twins (1992)"
"1682403867-10305","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Settin' It Strate","Ligit","Hip-Hop / Rap / R&B","Drums","by Ligit (1989)"
"1682403867-10306","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Playing With Fire (Extended)","Kors K","Electronic / Dance","Drums","by Kors K (2014)"
"1682403867-10307","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Jump to It ('89)","Prince Shaheed & Da Men at Work","Hip-Hop / Rap / R&B","Drums","by Prince Shaheed & Da Men at Work (1991)"
"1682403867-10308","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Seguiremos Igual","Inkognito","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Inkognito feat. Chilenos Mcs (2010)"
"1682403867-10309","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=59","Seguiremos Igual","Chilenos Mcs","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Inkognito feat. Chilenos Mcs (2010)"
"1682403870-10310","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","The Box","High Energy","Electronic / Dance","Drums","by High Energy (1993)"
"1682403870-10311","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Break the Limits","Break the Limits","Electronic / Dance","Drums","by Break the Limits (1990)"
"1682403870-10312","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Soul Power","Soul Dimension","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Soul Dimension (1987)"
"1682403870-10313","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","You Aint From Here","Young Cellski Aka 2 Took","Hip-Hop / Rap / R&B","Drums","by Young Cellski Aka 2 Took (1992)"
"1682403870-10314","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Cut Me No Slack (Ordinary Story Pt. 2)","Kipper Jones","Hip-Hop / Rap / R&B","Multiple Elements","by Kipper Jones (1990)"
"1682403870-10315","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Dis Moi Bébé","Benny B","Hip-Hop / Rap / R&B","Drums","by Benny B (1990)"
"1682403870-10316","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","West Side Story","Bobby ""Bobcat"" Ervin","Hip-Hop / Rap / R&B","Hook / Riff","by Bobby ""Bobcat"" Ervin (1989)"
"1682403870-10317","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Pintura Íntima (Cuca's Return at Pop Hits Edit)","Kid Abelha","Electronic / Dance","Drums","by Kid Abelha (1997)"
"1682403870-10318","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Credit Crunch","Q Project","Electronic / Dance","Drums","by Q Project (2008)"
"1682403870-10319","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","A Different Category","BWP","Hip-Hop / Rap / R&B","Drums","by BWP (1991)"
"1682403870-10320","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","The Stylewarrior","Bazooka (Jungle & Hardcore)","Electronic / Dance","Drums","by Bazooka (Jungle & Hardcore) (1996)"
"1682403870-10321","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","To Those Who Deserve It","Gunshot","Hip-Hop / Rap / R&B","Drums","by Gunshot (1993)"
"1682403870-10322","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Desidia","Eat Meat","Hip-Hop / Rap / R&B","Drums","by Eat Meat (1993)"
"1682403870-10323","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Vive Y Aprende","Los Intocables","Hip-Hop / Rap / R&B","Drums","by Los Intocables (1989)"
"1682403870-10324","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","A Trip in the Night","Data Bass","Electronic / Dance","Drums","by Data Bass (1991)"
"1682403870-10325","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Gotta Get Your Own","MC Duke","Hip-Hop / Rap / R&B","Drums","by MC Duke and DJ Leader One (1989)"
"1682403870-10326","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=58","Gotta Get Your Own","DJ Leader One","Hip-Hop / Rap / R&B","Drums","by MC Duke and DJ Leader One (1989)"
"1682403873-10327","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Everything I Do (I Do It for You) (Dub Version)","Annie Addams","Electronic / Dance","Drums","by Annie Addams (1991)"
"1682403873-10328","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Gotta Keep Movin'","Serious Tripp","Hip-Hop / Rap / R&B","Drums","by Serious Tripp (1991)"
"1682403873-10329","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Just the Way You Like It","Upside Down (2)","Electronic / Dance","Drums","by Upside Down (2) (1990)"
"1682403873-10330","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Kaikan","Senses","Electronic / Dance","Drums","by Senses and Survival (2006)"
"1682403873-10331","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Kaikan","Survival","Electronic / Dance","Drums","by Senses and Survival (2006)"
"1682403873-10332","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","I Ain't Takin No Stuff","Izod","Hip-Hop / Rap / R&B","Drums","by Izod and Bizzy Bee (1988)"
"1682403873-10333","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","I Ain't Takin No Stuff","Bizzy Bee","Hip-Hop / Rap / R&B","Drums","by Izod and Bizzy Bee (1988)"
"1682403873-10334","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","I Am What I Am","H.E.A.L. Human Education Against Lies","Hip-Hop / Rap / R&B","Drums","by H.E.A.L. Human Education Against Lies (1991)"
"1682403873-10335","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Amerika Is Beautiful","Anthony Wayne","Hip-Hop / Rap / R&B","Drums","by Anthony Wayne (1991)"
"1682403873-10336","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Mind of a Gangsta","New Breed of Hustlas","Hip-Hop / Rap / R&B","Drums","by New Breed of Hustlas (1993)"
"1682403873-10337","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Take Notes (Uptown Version)","Les Baby Love","Hip-Hop / Rap / R&B","Drums","by Les Baby Love (1990)"
"1682403873-10338","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Children (Battle for the Minds of North Amerikkka Mix)","EMF","Rock / Pop","Drums","by EMF (2001)"
"1682403873-10339","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","The Nine Yards","Paperboy","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Paperboy (1993)"
"1682403873-10340","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Mind Your Business","Clivillés & Cole","Electronic / Dance","Drums","by Clivillés & Cole (1992)"
"1682403873-10341","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Something About the Music","The Unit","Hip-Hop / Rap / R&B","Drums","by The Unit (1992)"
"1682403873-10342","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","(She's Got) Skillz","All-4-One","Hip-Hop / Rap / R&B","Vocals / Lyrics","by All-4-One (1994)"
"1682403873-10343","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","Equality","Force of 2","Hip-Hop / Rap / R&B","Drums","by Force of 2 (1990)"
"1682403873-10344","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=56","You Can't Hang","Eddie ""D""","Hip-Hop / Rap / R&B","Drums","by Eddie ""D"" (1990)"
"1682403876-10345","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Your Falling","F.R.P.","Hip-Hop / Rap / R&B","Drums","by F.R.P. feat. MC Rome and Jocko (1991)"
"1682403876-10346","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Your Falling","MC Rome","Hip-Hop / Rap / R&B","Drums","by F.R.P. feat. MC Rome and Jocko (1991)"
"1682403876-10347","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Your Falling","Jocko","Hip-Hop / Rap / R&B","Drums","by F.R.P. feat. MC Rome and Jocko (1991)"
"1682403876-10348","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Kollision","3V","Electronic / Dance","Drums","by 3V (1992)"
"1682403876-10349","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Battle 2","Yutaka Minobe","Soundtrack / Library","Drums","by Yutaka Minobe and Tatsuyuki Maeda (2000)"
"1682403876-10350","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Battle 2","Tatsuyuki Maeda","Soundtrack / Library","Drums","by Yutaka Minobe and Tatsuyuki Maeda (2000)"
"1682403876-10351","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Call Upon the Sea Ponies [Hyperpop Cover]","KaraJam","Electronic / Dance","Drums","by KaraJam (2021)"
"1682403876-10352","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Fresh With Style","All Ready Fresh ""2""","Hip-Hop / Rap / R&B","Multiple Elements","by All Ready Fresh ""2"" (1988)"
"1682403876-10353","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Crash (Have Some Fun) (Remix Dub)","TKA","Electronic / Dance","Drums","by TKA (1990)"
"1682403876-10354","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","The Party I","David Arnold","Soundtrack / Library","Drums","by David Arnold (1997)"
"1682403876-10355","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Soul on a Roll","M.A.C. 10","Hip-Hop / Rap / R&B","Drums","by M.A.C. 10 (1989)"
"1682403876-10356","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Gotta Get Your Own (Remix)","MC Duke","Hip-Hop / Rap / R&B","Vocals / Lyrics","by MC Duke (1990)"
"1682403876-10357","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","RCA","Ministere A.M.E.R.","Hip-Hop / Rap / R&B","Drums","by Ministere A.M.E.R. feat. Crime (1992)"
"1682403876-10358","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","RCA","Crime","Hip-Hop / Rap / R&B","Drums","by Ministere A.M.E.R. feat. Crime (1992)"
"1682403876-10359","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Freaks Are Wild","Butchy-B","Hip-Hop / Rap / R&B","Multiple Elements","by Butchy-B (1988)"
"1682403876-10360","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","The Ram","1800HaightStreet","Electronic / Dance","Drums","by 1800HaightStreet (2017)"
"1682403876-10361","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Brainstorm on the U.D.S.","Urban Dance Squad","Hip-Hop / Rap / R&B","Drums","by Urban Dance Squad (1989)"
"1682403876-10362","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/","https://www.whosampled.com/James-Brown/Funky-Drummer/sampled/?cp=55","Te Lo Voy a Dar (Pumba Pumba Cha Cha Cha)","Loco Mia","Rock / Pop","Drums","by Loco Mia (1992)"
